amount,day,hour,timestamp
11.275710594315246,18,2,2015-09-18 02:00:00
12.115038363171355,18,3,2015-09-18 03:00:00
13.410893854748604,18,4,2015-09-18 04:00:00
15.24647509578544,18,5,2015-09-18 05:00:00
15.68086741016109,18,6,2015-09-18 06:00:00
13.946505617977527,18,7,2015-09-18 07:00:00
13.854567022538552,18,8,2015-09-18 08:00:00
13.68830897703549,18,9,2015-09-18 09:00:00
13.05224609375,18,10,2015-09-18 10:00:00
13.291587854654056,18,11,2015-09-18 11:00:00
12.879236768802228,18,12,2015-09-18 12:00:00
12.652597688497524,18,13,2015-09-18 13:00:00
13.0341645021645,18,14,2015-09-18 14:00:00
13.576095461658841,18,15,2015-09-18 15:00:00
12.749252835223484,18,16,2015-09-18 16:00:00
12.890602586713698,18,17,2015-09-18 17:00:00
12.128137377788919,18,18,2015-09-18 18:00:00
11.979212598425198,18,19,2015-09-18 19:00:00
11.870282969885775,18,20,2015-09-18 20:00:00
12.34052510833546,18,21,2015-09-18 21:00:00
13.196132327900754,18,22,2015-09-18 22:00:00
13.058967587034813,18,23,2015-09-18 23:00:00
13.205487346529692,19,0,2015-09-19 00:00:00
12.697551647124513,19,1,2015-09-19 01:00:00
12.46785204412719,19,2,2015-09-19 02:00:00
12.869182517199514,19,3,2015-09-19 03:00:00
12.978379508625196,19,4,2015-09-19 04:00:00
13.168050847457627,19,5,2015-09-19 05:00:00
14.914795918367348,19,6,2015-09-19 06:00:00
14.226530612244899,19,7,2015-09-19 07:00:00
13.359420289855073,19,8,2015-09-19 08:00:00
12.638336052202284,19,9,2015-09-19 09:00:00
12.167398568019093,19,10,2015-09-19 10:00:00
12.45615679590967,19,11,2015-09-19 11:00:00
12.850520208083234,19,12,2015-09-19 12:00:00
12.787193708609271,19,13,2015-09-19 13:00:00
12.948967625899282,19,14,2015-09-19 14:00:00
13.01,19,15,2015-09-19 15:00:00
12.917152378067254,19,16,2015-09-19 16:00:00
12.896540133294696,19,17,2015-09-19 17:00:00
13.465125030948254,19,18,2015-09-19 18:00:00
13.196624818928054,19,19,2015-09-19 19:00:00
12.666033863519752,19,20,2015-09-19 20:00:00
13.166419001218026,19,21,2015-09-19 21:00:00
13.326809597867141,19,22,2015-09-19 22:00:00
13.8717616468039,19,23,2015-09-19 23:00:00
13.41183036695232,20,0,2015-09-20 00:00:00
12.945656370656371,20,1,2015-09-20 01:00:00
12.867535211267606,20,2,2015-09-20 02:00:00
13.034524965325936,20,3,2015-09-20 03:00:00
13.341323662737986,20,4,2015-09-20 04:00:00
14.462536585365854,20,5,2015-09-20 05:00:00
15.436298136645965,20,6,2015-09-20 06:00:00
14.097165991902834,20,7,2015-09-20 07:00:00
13.616564417177914,20,8,2015-09-20 08:00:00
13.133631805157593,20,9,2015-09-20 09:00:00
12.808919078558771,20,10,2015-09-20 10:00:00
12.193294460641399,20,11,2015-09-20 11:00:00
12.529406392694064,20,12,2015-09-20 12:00:00
12.85987996306556,20,13,2015-09-20 13:00:00
13.14694045174538,20,14,2015-09-20 14:00:00
13.104907192575407,20,15,2015-09-20 15:00:00
13.329255675474506,20,16,2015-09-20 16:00:00
13.156137621023515,20,17,2015-09-20 17:00:00
12.783483294740325,20,18,2015-09-20 18:00:00
12.910216464414562,20,19,2015-09-20 19:00:00
12.367955202312139,20,20,2015-09-20 20:00:00
12.020779371849555,20,21,2015-09-20 21:00:00
12.468397540983606,20,22,2015-09-20 22:00:00
13.03564674397859,20,23,2015-09-20 23:00:00
12.874228058936579,21,0,2015-09-21 00:00:00
12.188824662813103,21,1,2015-09-21 01:00:00
10.997826086956522,21,2,2015-09-21 02:00:00
11.846529080675422,21,3,2015-09-21 03:00:00
14.955421686746986,21,4,2015-09-21 04:00:00
17.13019693654267,21,5,2015-09-21 05:00:00
14.689547038327527,21,6,2015-09-21 06:00:00
13.88661546900713,21,7,2015-09-21 07:00:00
13.412930693069304,21,8,2015-09-21 08:00:00
13.556871646718944,21,9,2015-09-21 09:00:00
13.588367346938776,21,10,2015-09-21 10:00:00
13.664971131639723,21,11,2015-09-21 11:00:00
13.200907473309607,21,12,2015-09-21 12:00:00
12.246312499999998,21,13,2015-09-21 13:00:00
12.586841839312784,21,14,2015-09-21 14:00:00
12.535094863489125,21,15,2015-09-21 15:00:00
12.610243902439025,21,16,2015-09-21 16:00:00
12.283593232806178,21,17,2015-09-21 17:00:00
11.44533152909337,21,18,2015-09-21 18:00:00
11.075070821529746,21,19,2015-09-21 19:00:00
11.226151315789474,21,20,2015-09-21 20:00:00
12.033845437616385,21,21,2015-09-21 21:00:00
12.508304812834224,21,22,2015-09-21 22:00:00
11.410878112712975,21,23,2015-09-21 23:00:00
10.99748743718593,22,0,2015-09-22 00:00:00
10.715584415584416,22,1,2015-09-22 01:00:00
11.07299180327869,22,2,2015-09-22 02:00:00
11.064516129032258,22,3,2015-09-22 03:00:00
13.211560846560847,22,4,2015-09-22 04:00:00
14.925205479452055,22,5,2015-09-22 05:00:00
13.96395173453997,22,6,2015-09-22 06:00:00
12.884339407744875,22,7,2015-09-22 07:00:00
12.656022530329288,22,8,2015-09-22 08:00:00
12.603365876336587,22,9,2015-09-22 09:00:00
12.579479865771813,22,10,2015-09-22 10:00:00
12.925764705882353,22,11,2015-09-22 11:00:00
12.428819403857393,22,12,2015-09-22 12:00:00
12.495510574018127,22,13,2015-09-22 13:00:00
12.80797613127797,22,14,2015-09-22 14:00:00
12.652906976744186,22,15,2015-09-22 15:00:00
12.051214677351329,22,16,2015-09-22 16:00:00
11.415658482142858,22,17,2015-09-22 17:00:00
10.956895961670089,22,18,2015-09-22 18:00:00
10.932668144863266,22,19,2015-09-22 19:00:00
11.2922947454844,22,20,2015-09-22 20:00:00
11.82628714943491,22,21,2015-09-22 21:00:00
12.316082281439925,22,22,2015-09-22 22:00:00
11.836506024096385,22,23,2015-09-22 23:00:00
11.549921996879876,23,0,2015-09-23 00:00:00
11.228155339805825,23,1,2015-09-23 01:00:00
11.467881944444445,23,2,2015-09-23 02:00:00
11.075044843049326,23,3,2015-09-23 03:00:00
12.381907090464548,23,4,2015-09-23 04:00:00
15.878510028653297,23,5,2015-09-23 05:00:00
14.04281776416539,23,6,2015-09-23 06:00:00
12.513787510137876,23,7,2015-09-23 07:00:00
12.050256410256411,23,8,2015-09-23 08:00:00
12.267592149353758,23,9,2015-09-23 09:00:00
12.135939257592801,23,10,2015-09-23 10:00:00
11.922428748451052,23,11,2015-09-23 11:00:00
12.21610465116279,23,12,2015-09-23 12:00:00
12.13474158653846,23,13,2015-09-23 13:00:00
12.293826830571886,23,14,2015-09-23 14:00:00
12.072471910112359,23,15,2015-09-23 15:00:00
11.845539696699376,23,16,2015-09-23 16:00:00
11.599408065112838,23,17,2015-09-23 17:00:00
11.220413935839945,23,18,2015-09-23 18:00:00
11.356686556686556,23,19,2015-09-23 19:00:00
11.47905450500556,23,20,2015-09-23 20:00:00
12.236046511627906,23,21,2015-09-23 21:00:00
12.495095673876872,23,22,2015-09-23 22:00:00
12.064794188861985,23,23,2015-09-23 23:00:00
11.855282308657465,24,0,2015-09-24 00:00:00
11.261736641221374,24,1,2015-09-24 01:00:00
11.403695976154992,24,2,2015-09-24 02:00:00
12.371206581352832,24,3,2015-09-24 03:00:00
13.96325167037862,24,4,2015-09-24 04:00:00
15.074193548387097,24,5,2015-09-24 05:00:00
