distance,day,hour,timestamp
2.530585708707536,14,18,2015-09-14 18:00:00
2.6152425222312043,14,19,2015-09-14 19:00:00
2.7990721649484533,14,20,2015-09-14 20:00:00
3.019378013500482,14,21,2015-09-14 21:00:00
3.3331857506361318,14,22,2015-09-14 22:00:00
3.0764879518072283,14,23,2015-09-14 23:00:00
2.8549696969696967,15,0,2015-09-15 00:00:00
2.6729878048780487,15,1,2015-09-15 01:00:00
2.789514415781487,15,2,2015-09-15 02:00:00
2.94935632183908,15,3,2015-09-15 03:00:00
3.760736342042755,15,4,2015-09-15 04:00:00
4.349043715846994,15,5,2015-09-15 05:00:00
4.151521739130435,15,6,2015-09-15 06:00:00
3.2409420849420854,15,7,2015-09-15 07:00:00
3.0767548076923075,15,8,2015-09-15 08:00:00
3.1105229357798163,15,9,2015-09-15 09:00:00
2.9965758754863816,15,10,2015-09-15 10:00:00
2.781039910061832,15,11,2015-09-15 11:00:00
2.936579268292683,15,12,2015-09-15 12:00:00
2.8004596412556055,15,13,2015-09-15 13:00:00
2.8314095613602763,15,14,2015-09-15 14:00:00
2.698574712643678,15,15,2015-09-15 15:00:00
2.679180478821363,15,16,2015-09-15 16:00:00
2.4689563106796117,15,17,2015-09-15 17:00:00
2.5283652875882945,15,18,2015-09-15 18:00:00
2.5607383966244726,15,19,2015-09-15 19:00:00
2.6418079096045197,15,20,2015-09-15 20:00:00
2.9590561224489793,15,21,2015-09-15 21:00:00
3.1755539772727275,15,22,2015-09-15 22:00:00
2.8635874200426437,15,23,2015-09-15 23:00:00
2.843912162162162,16,0,2015-09-16 00:00:00
2.8470150659133706,16,1,2015-09-16 01:00:00
2.751080669710807,16,2,2015-09-16 02:00:00
2.8681925343811394,16,3,2015-09-16 03:00:00
3.5438546255506607,16,4,2015-09-16 04:00:00
4.701511936339522,16,5,2015-09-16 05:00:00
4.0776440460947505,16,6,2015-09-16 06:00:00
3.242396825396825,16,7,2015-09-16 07:00:00
2.9455912743972448,16,8,2015-09-16 08:00:00
